EventID,event_name,SampleID,sample,tblSampleID,ices_area,fao_code,catch_date,age,length,weight,maturity,sex,prep_method,stock,reader_number,expertise,country,institute,iso_code,reader,AnnotationID,FishID,IsApproved,strata,AQ_Score,Edge,Nucleus,Comment,tblSmartImageID,ImageName
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,8,1,ICELAND,,IS,R08 IS,660525,S_39015_07,1,27.2.a,AQ2,,,"",72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,14,1,NORWAY,,NO,R14 NO,581147,S_39015_07,1,27.2.a,AQ1,,,,72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,16,0,NORWAY,,NO,R16 NO,708879,S_39015_07,1,27.2.a,AQ2,,,,72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,18,1,ICELAND,,IS,R18 IS,660599,S_39015_07,1,27.2.a,AQ1,,,"",72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,24,1,NORWAY,,NO,R24 NO,585362,S_39015_07,1,27.2.a,AQ1,,,,72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,30,0,FAROE ISLANDS,,FO,R30 FO,664812,S_39015_07,1,27.2.a,AQ2,,,,72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_07,72328,104103,27.2.a,27.2.a,23/01/2021 00:00:00,5,290,,,M,Whole,her.27.1-24a514a,32,0,FAROE ISLANDS,,FO,R32 FO,649731,S_39015_07,1,27.2.a,AQ1,,,,72328,S_39015_07.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,2,1,NORWAY,,NO,R02 NO,704494,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,2,1,NORWAY,,NO,R02 NO,704458,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,4,1,NORWAY,,NO,R04 NO,579395,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,4,1,NORWAY,,NO,R04 NO,579427,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,8,1,ICELAND,,IS,R08 IS,660551,S_39015_21,1,27.2.a,AQ1,,,"",72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,8,1,ICELAND,,IS,R08 IS,660543,S_39015_29,1,27.2.a,AQ1,,,"",72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,14,1,NORWAY,,NO,R14 NO,581211,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,14,1,NORWAY,,NO,R14 NO,581250,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,16,0,NORWAY,,NO,R16 NO,708297,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,16,0,NORWAY,,NO,R16 NO,707692,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,18,1,ICELAND,,IS,R18 IS,660594,S_39015_21,1,27.2.a,AQ1,,,"",72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,18,1,ICELAND,,IS,R18 IS,660562,S_39015_29,1,27.2.a,AQ1,,,"",72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,24,1,NORWAY,,NO,R24 NO,585461,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,24,1,NORWAY,,NO,R24 NO,585498,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,30,0,FAROE ISLANDS,,FO,R30 FO,664841,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,30,0,FAROE ISLANDS,,FO,R30 FO,664857,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_21,72342,104117,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,32,0,FAROE ISLANDS,,FO,R32 FO,650339,S_39015_21,1,27.2.a,AQ1,,,,72342,S_39015_21.jpg
448,2022 NSS herring exchange (scales),S_39015_29,72350,104125,27.2.a,27.2.a,23/01/2021 00:00:00,5,295,,,M,Whole,her.27.1-24a514a,32,0,FAROE ISLANDS,,FO,R32 FO,653090,S_39015_29,1,27.2.a,AQ1,,,,72350,S_39015_29.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,2,1,NORWAY,,NO,R02 NO,704456,S_39015_01,1,27.2.a,AQ1,,,,72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,2,1,NORWAY,,NO,R02 NO,704175,S_39015_08,1,27.2.a,AQ1,,,,72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,4,1,NORWAY,,NO,R04 NO,573725,S_39015_01,1,27.2.a,AQ1,,,,72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,4,1,NORWAY,,NO,R04 NO,574113,S_39015_08,1,27.2.a,AQ1,,,,72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,8,1,ICELAND,,IS,R08 IS,660580,S_39015_01,1,27.2.a,AQ1,,,"",72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,8,1,ICELAND,,IS,R08 IS,660528,S_39015_08,1,27.2.a,AQ1,,,"",72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,14,1,NORWAY,,NO,R14 NO,581089,S_39015_01,1,27.2.a,AQ1,,,"",72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,14,1,NORWAY,,NO,R14 NO,581151,S_39015_08,1,27.2.a,AQ1,,,,72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,16,0,NORWAY,,NO,R16 NO,706011,S_39015_01,1,27.2.a,AQ1,,,,72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,16,0,NORWAY,,NO,R16 NO,704277,S_39015_08,1,27.2.a,AQ1,,,,72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,18,1,ICELAND,,IS,R18 IS,660602,S_39015_01,1,27.2.a,AQ1,,,"",72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,18,1,ICELAND,,IS,R18 IS,660526,S_39015_08,1,27.2.a,AQ1,,,"",72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,24,1,NORWAY,,NO,R24 NO,585333,S_39015_01,1,27.2.a,AQ1,,,,72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,24,1,NORWAY,,NO,R24 NO,585364,S_39015_08,1,27.2.a,AQ1,,,,72329,S_39015_08.jpg
448,2022 NSS herring exchange (scales),S_39015_01,72322,104097,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,30,0,FAROE ISLANDS,,FO,R30 FO,664800,S_39015_01,1,27.2.a,AQ1,,,,72322,S_39015_01.jpg
448,2022 NSS herring exchange (scales),S_39015_08,72329,104104,27.2.a,27.2.a,23/01/2021 00:00:00,5,300,,,F,Whole,her.27.1-24a514a,30,0,FAROE ISLANDS,,FO,R30 FO,664814,S_39015_08,1,27.2.a,AQ2,,,,72329,S_39015_08.jpg
